Column A,Column B
143129,69812921
143130,80731803
143131,69704271
143132,79727471
143133,48807496
143134,10669151
143135,95405392
143136,65534541
143137,84034957
143138,30946623
143139,60631522
143140,97002462
143141,44210223
143142,41708967
143142,29492089
143143,56627571
143143,94093676
143144,19811452
143145,85052446
143146,93093490
143146,91201873
143147,77933503
143148,60888860
143149,28601587
143150,75067654
143151,14545272
143152,1090484
143153,61508376
143154,8098735
143155,51961186
143156,69747074
143157,29906277
143158,28835156
143159,82981596
143160,7682720
143161,47057631
143162,35345912
143163,72909304
143164,47895129
143165,44765775
143166,53119336
143167,9000605
143168,49422892
143169,54926257
143170,5517567
143171,19261606
143172,39732985
143173,52370711
143174,25707818
143175,90958530
143176,6178052
143177,36563858
143178,89228091
143179,50335859
143180,71066781
143181,57866359
143182,26894950
143183,27776532
143184,87554215
143185,70883164
143186,51276407
143187,3754987
143188,67314797
143189,9515477
143190,57014761
143191,73670943
143192,19434357
143193,4421382
143194,32346699
143195,91917133
143196,70478018
143197,75237243
143198,4583672
143199,61179112
143200,67328630
143201,44033013
143202,91899388
143203,82694513
143204,74079326
143205,23523110
143206,67431697
143207,85467126
143208,89903324
143209,90652390
143210,59720798
143211,30477531
143211,44391370
143212,75162718
143213,82797208
143214,2871901
143215,38369202
143216,21254712
143217,27008894
143218,15940706
143219,35366455
143220,85288192
143221,5395013
143222,49176000
143223,87044010
143224,36889230
143225,95940820
143226,57282048
143227,32568498
143228,14597862
143229,45980356
143230,75326489
143231,9789342
143232,48804393
143233,55394387
143234,87886452
143235,98741023
143236,30324383
143237,81346185
143238,64114884
143239,68370542
143240,38463605
143241,21598571
143242,9565833
143243,45683719
143243,99652521
143243,26226646
143244,21646763
143245,84767307
143246,25494734
143247,59184784
143248,23699803
143249,19258953
143250,95612615
143251,82967291
143252,62127092
143253,89742818
143254,54070996
143255,84864101
143256,22022229
143257,77034591
143258,10927008
143259,75211078
143259,60257439
143260,63513776
143261,91073298
143262,34834165
143263,62648067
143264,97483653
143265,74026179
143266,16718263
143267,82075871
143268,59085065
143269,13481433
143270,35613778
143271,8465227
143271,67771207
143272,98777234
143273,63325840
143274,13811694
143275,12107382
143275,91636523
143276,61413547
143277,63802615
143278,86235726
143279,76762488
143280,77679664
143281,9504576
143282,7645105
143283,93634479
143284,97840516
143285,75888752
143286,65738110
143287,10718742
143288,34175891
143289,75671099
143290,53843846
143291,64741584
143292,14029227
143293,11187157
143294,38079500
143295,80935825
143295,36722220
143296,29867367
143297,76036980
143298,32223174
143299,979712
143300,64513501
143301,63552644
143302,16283229
143303,20042746
143304,92833671
143305,7496516
143306,31910073
143307,25336711
143308,20469938
143309,62426635
143310,54210565
143311,47177435
143312,26567603
143313,64093507
143314,95913501
143315,13601442
143316,70676205
143317,60650007
143318,28712935
143319,27617651
143320,2596311
143321,36404941
143322,50300506
143323,6351899
143324,91263626
143325,89806946
143326,48412347
143326,54897031
143327,43264592
143328,23892897
143329,49018997
143330,42810331
143331,62745302
143332,31217628
143333,30800327
143334,770051
143335,94313
143336,48245658
143337,99253994
143338,29702157
143339,84981057
143340,81056180
143341,86300855
143342,51344570
143343,15022605
143344,55897875
143345,96643036
143346,19289885
143347,52690478
143348,24933014
143349,23729239
143350,59288650
143351,64561333
143352,28711803
143353,15672390
143354,91251462
143355,17537663
143356,48368550
143357,14234090
143357,83967931
143358,4987384
143359,76582720
143360,44563208
143361,72212012
143362,65044181
143363,17278969
143364,92036266
143365,43349179
143366,29856220
143367,32757789
143368,14322320
143369,14249480
143370,41064370
143371,74567226
143372,60619799
143373,34139650
143374,21521733
143375,6873636
143376,95031123
143377,68759938
143378,11937349
143378,37656275
143379,51928601
143379,14676087
143380,50720604
143381,50854963
143382,74811961
143383,71270107
143384,69650602
143385,65300592
143386,42316275
143387,90306282
143388,40683659
143389,96561712
143390,52619049
143391,74229617
143392,49378634
143393,14720862
143393,847349
143394,6843057
143395,47161306
143396,19103528
143397,26618443
143398,84201800
143399,25698565
143400,65574174
143401,99932746
143402,26423243
143403,95026073
143404,87782322
143405,71745070
143406,43043383
143407,70783826
143408,48467721
143409,72688998
143410,60339481
143411,41995097
143412,83490051
143413,76021958
143414,44698247
143415,21222222
143416,37069257
143417,44923641
143418,37154470
143419,30821278
143420,97465525
143421,35979500
143422,16921921
143423,76195070
143424,70487103
143425,44151511
143426,24106462
143427,45964398
143427,60416022
143428,61537758
143429,50999653
143430,31247533
143431,20782280
143432,512275
143433,16700791
143434,14405170
143435,12103736
143436,69338894
143436,63205160
143437,25862014
143438,55902704
143439,2960501
143439,96997031
143440,57895065
143441,51246909
143442,51071107
143443,70184401
143444,51477273
143445,77552480
143446,76258487
143447,70447259
143448,74996628
143449,59136363
143450,96571571
143451,11820954
143452,48985722
143453,2758819
143454,38164824
143455,99608040
143455,470112
143456,1395128
143457,29117925
143458,64233692
143459,19742741
143460,81732178
143461,41176012
143462,75225066
143463,34709980
143464,11343782
143465,14204392
143466,25690559
143467,50655389
143468,71681106
143469,62974496
143470,91599783
143471,95434114
143472,25236972
143473,71979109
143474,40185129
143475,71204055
143476,48974691
143477,80409400
143478,56148810
143479,58479631
143480,9419298
143481,38047364
143482,55501092
143483,37817719
143484,60190743
143485,58506588
143486,14823687
143487,17058600
143488,21618615
143489,53493411
143490,93405165
143491,3943595
143492,63131318
143493,36772542
143494,82765635
143495,93166698
143496,14917063
143497,93978084
143498,87673138
143499,44276529
143500,26833415
143501,10814430
143502,14125935
143503,39878943
143504,44391331
143505,58261494
143506,68809720
143507,18726135
143508,26868170
143509,99134442
143510,13044994
143511,96506032
143512,52539312
143513,33986095
143514,79340659
143515,13677849
143516,50306750
143517,38624624
143518,98521122
143519,48494440
143520,90915595
143521,82481471
143522,30044787
143523,4305560
143524,45932294
143525,22890822
143526,72557378
143526,34028256
143527,70545805
143528,77801095
143529,7094394
143530,683377
143531,40410292
143532,78613569
143533,30735039
143534,80740261
143535,64550498
143536,5551995
143537,85502965
143538,83635509
143539,84604474
143540,36849411
143541,84498035
143542,74985521
143543,55376716
143544,79037172
143545,24226569
143545,61897611
143546,22397304
143547,15410697
143548,69711475
143549,4744753
143550,22350503
143551,42046865
143552,6488121
143553,43758874
143554,8676061
143555,16704867
143556,30760016
143557,40854272
143558,58434640
143559,3579970
143560,78098190
143561,34023687
143562,35274481
143563,10653850
143564,39006231
143565,47122722
143566,25960942
143567,9955579
143568,91474176
143569,26687796
143570,99893883
143571,809051
Order ID,65153216
143572,76814793
143572,91050336
143573,74433500
143574,74643247
143575,52105632
143576,27582964
143577,13128145
143578,30511895
143579,69033659
143580,53716763
143581,99369927
143582,33992187
143583,91497290
143584,62554120
143585,15355888
143586,80563325
143587,65185375
143588,28621218
143589,31741588
143590,42514117
143590,81638271
143591,96639733
143592,74950007
143593,49809906
143594,95048134
143595,94671954
143596,69329228
143597,34518069
143598,83332583
143599,75274855
143600,75502813
143601,98680663
143602,91257223
143603,86044947
143604,19141575
143605,75001108
143606,44545650
143607,79974102
143608,66173947
143609,14877977
143610,10885453
143611,33269418
143612,16145477
143613,72333419
143614,27479691
143615,88827673
143616,39918091
143617,62076024
143618,17508649
143619,20637068
143620,15753163
143621,62559900
143622,93040077
143623,18231618
143623,58391923
143624,7543400
143625,23707873
143626,61326777
143627,68792569
143628,95049824
143628,43306282
143629,48285482
143630,67127302
143630,97954038
143631,32882271
143632,26773945
143632,4781788
143632,85297174
143633,39628098
143634,10509291
143635,9758894
143636,65319217
143637,70087228
143638,59746059
143639,14240846
143640,61904015
143641,74804229
143641,59361300
143642,11828006
143643,35022601
143644,21124111
143645,50210111
143646,26687129
143647,37303248
143648,12573906
143649,66004287
143650,16424166
143651,98301425
143652,55008721
143653,84235653
143654,81150125
143655,30614960
143656,269650
143657,86038787
143658,60075058
143658,1066270
143659,97179713
143660,31013954
143661,29086621
143662,36481427
143663,2213995
143664,18518484
143665,6391828
143666,26972452
143666,78675688
143667,6520082
143668,59288871
143669,24779718
143670,27139155
143671,30945495
143672,77678854
143673,51068877
143674,22876690
143675,16703942
143676,51160456
143677,22719429
143678,66498657
143679,8540282
143680,90459423
143681,74852206
143682,62370291
143683,34750772
143684,98870756
143685,21092936
143686,41720669
143687,30318777
143688,1525426
143689,67871772
143690,26023348
143691,16080665
143692,60858586
143693,72068695
143694,45984464
143694,34548696
143695,72672962
143696,75771978
143696,60274633
143697,58287924
143698,66199506
143699,69215756
143700,33166320
143701,93966652
143702,7126159
143703,17708786
143704,29251734
143705,50986600
143706,90028114
143707,15597180
143708,75367207
143709,87294612
143710,48908317
143710,51234818
143711,73104617
143712,91619491
143713,35880240
143714,83658999
143715,76430717
143716,271879
143717,97227662
143718,93247074
143719,9690176
143720,83882360
143721,25802767
143722,30705622
143723,43250014
143724,53252677
143725,97664370
143726,60175184
143727,32886339
143728,43220245
143729,81716048
143730,31352165
143731,73317846
143732,43309349
143733,68053575
143734,12079626
143735,83767676
143736,66063942
143737,67417295
143738,48710176
143738,8203899
143739,48537761
143740,36626752
143741,2480290
143742,21941826
143743,10016215
143744,83400447
143745,49952993
143746,11161808
143747,55623778
143748,32327388
143749,79581547
143750,8372041
143751,53045193
143752,53927031
143752,90807985
143753,7982640
143754,45191727
143755,92285002
143756,24804667
143757,60653972
143758,51103969
143759,55268598
143760,94330442
143761,87457418
143762,22377593
143763,90892093
143764,72576016
143765,21555306
143766,51987937
143767,41087881
143768,1867228
143769,48490415
143770,9819730
143771,2623266
143772,58407920
143773,16090350
143774,65498624
143775,45236571
143776,23463092
143777,44737853
143778,84038298
143779,76538703
143780,15431237
143781,40447067
143782,35085070
143783,31834124
143784,43620816
143785,53090670
143786,62629438
143787,5394891
143788,62998891
143789,65435101
143790,92745041
143791,54916360
143792,43059920
143793,58740670
143794,52569268
143795,2071158
143796,48527323
143797,23649143
143798,24037973
143799,97098972
143800,45117189
143801,49638708
143802,67976314
143802,11891504
143803,62388267
143804,30290261
143805,29777376
143806,20284093
143807,8689300
143808,65744075
143809,29960812
143810,4309598
143811,599401
143812,10179942
143813,20619106
143814,55936799
143815,99437362
143816,57801366
143817,43566189
143818,56430549
143819,70317373
143820,80705529
143821,49283294
143822,39839281
143823,24889076
143824,3315207
143825,48076445
143826,59955801
143827,71229102
143828,94841615
143829,48622348
143830,47116164
143831,30531887
143831,41583203
143832,15811486
143833,28135905
143834,8269425
143835,79609334
143836,99524409
143837,85764650
143838,15053351
143839,21011007
143840,40016074
143841,87872227
143842,48702872
143843,13413934
143844,83675141
143845,32871463
143846,59684367
143847,28407586
143848,95479556
143849,77619108
143850,27532258
143851,79581647
143852,59572523
143853,60755150
143854,40520015
143855,70177018
143856,90028858
143857,3676968
143857,95649603
143858,10738183
143859,67817535
143860,62527051
143861,47808763
143862,37363495
143863,74259973
143864,96498890
143865,81823864
143865,28100079
143866,77881395
143867,64541817
143868,4272557
143869,82746267
143869,60346891
143870,22015995
143871,53179415
143872,82625224
143873,41773408
143874,43919432
143875,22747982
143876,42831728
143877,1279201
143878,48149963
143879,68531199
143880,15791163
143881,98458819
143882,63760046
143883,87190537
143884,8199009
143885,52741307
143886,90471209
143887,28892640
143888,48407350
143889,39725766
143890,44029753
143891,38645912
143892,74980486
143893,85757427
143894,829517
143895,74541455
143896,23920601
143897,43451831
143898,94887744
143899,56430118
143900,24017563
143901,88831648
143902,3353636
143903,67538578
143904,23705015
143905,62315727
143906,64506619
143907,34251648
143908,29167593
143909,26271090
143910,6961434
143911,1725300
143912,79631620
143913,7450032
143914,45863679
143915,55642446
143916,5499115
143917,95339998
143918,30697997
143919,20750447
143920,62607672
